AcademicYear,OffenseCount,OffenseType,CourseLevel,Campus,Faculty,Outcome,Year
2020-21,DC,MISC,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,NO3,PLAG,UG1,OL,SOBE,DISM,AY2020-21
2020-21,NO2,MISC,UG1,OL,ARTS,ASM0,AY2020-21
2020-21,NO2,PLAG,UG2,KAM,ARTS,SUSP,AY2020-21
2020-21,NO3,PLAG,UG1,OL,ARTS,DISM,AY2020-21
2020-21,NO1,PLAG,UG1,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO2,MISC,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,DC,MISC,UG1,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,ARTS,DISM,AY2020-21
2020-21,NO1,PLAG,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,KAM,SOBE,DISM,AY2020-21
2020-21,NO1,PLAG,GR5,OL,ARTS,ASM0,AY2020-21
2020-21,NO3,PLAG,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,NO3,MISC,UG3,OL,SCIENCE,DISM,AY2020-21
2020-21,NO1,PLAG,UG2,KAM,SCIENCE,DISM,AY2020-21
2020-21,NO1,CHEAT,UG1,OL,SCIENCE,SUSP,AY2020-21
2020-21,NO1,CHEAT,UG2,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,OL,SOBE,FAIL,AY2020-21
2020-21,NO2,PLAG,UG2,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO1,MISC,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,NO3,MISC,UG2,OL,ARTS,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,DC,PLAG,UG4,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO4,PLAG,UG2,OL,SCIENCE,FAIL,AY2020-21
2020-21,NO2,PLAG,UG3,OL,SOBE,ASM0,AY2020-21
2020-21,NO2,CHEAT,UG4,OL,SOBE,FAIL,AY2020-21
2020-21,NO2,PLAG,UG2,OL,ARTS,ASM0,AY2020-21
2020-21,NO5,CHEAT,UG2,OL,SCIENCE,FAIL,AY2020-21
2020-21,NO1,CHEAT,UG4,OL,ARTS,ASM0,AY2020-21
2020-21,GT5,PLAG,UG3,OL,SCIENCE,FAIL,AY2020-21
2020-21,NO2,PLAG,UG1,OL,ARTS,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO2,CHEAT,UG1,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO1,MISC,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO4,PLAG,UG2,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG3,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,OL,EDSW,FAIL,AY2020-21
2020-21,NO4,MISC,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG2,OL,SOBE,DISM,AY2020-21
2020-21,NO1,PLAG,GR5,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,PLAG,UG4,OL,SOBE,ASM0,AY2020-21
2020-21,NO2,CHEAT,UG1,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO2,PLAG,UG2,OL,ARTS,DISM,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO1,MISC,UG2,KAM,SCIENCE,SUSP,AY2020-21
2020-21,NO1,MISC,UG1,OL,SOBE,DISM,AY2020-21
2020-21,NO1,MISC,GR6,KAM,SOBE,REPR,AY2020-21
2020-21,NO1,CHEAT,UG3,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO2,PLAG,UG4,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,OL,ARTS,FAIL,AY2020-21
2020-21,DC,PLAG,UG1,OL,EDSW,ASM0,AY2020-21
2020-21,DC,CHEAT,UG2,OL,ARTS,ASM0,AY2020-21
2020-21,NO1,MISC,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,SCIENCE,DISM,AY2020-21
2020-21,NO1,CHEAT,GR5,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,KAM,SOBE,FAIL,AY2020-21
2020-21,DC,PLAG,UG2,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO3,CHEAT,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO2,PLAG,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,MISC,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,SOBE,FAIL,AY2020-21
2020-21,DC,CHEAT,UG4,KAM,ARTS,DISM,AY2020-21
2020-21,NO1,CHEAT,UG1,OL,SCIENCE,SUSP,AY2020-21
2020-21,NO1,MISC,UG1,OL,SOBE,DISM,AY2020-21
2020-21,NO1,MISC,UG1,KAM,SOBE,SUSP,AY2020-21
2020-21,NO2,PLAG,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO2,MISC,UG1,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,DC,PLAG,UG2,KAM,ARTS,DISM,AY2020-21
2020-21,DC,PLAG,UG1,OL,ARTS,ASM0,AY2020-21
2020-21,DC,CHEAT,UG3,KAM,SOBE,SUSP,AY2020-21
2020-21,DC,CHEAT,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,SCIENCE,SUSP,AY2020-21
2020-21,DC,PLAG,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO2,PLAG,UG2,KAM,ARTS,FAIL,AY2020-21
2020-21,DC,PLAG,UG2,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,OL,SOBE,FAIL,AY2020-21
2020-21,NO1,PLAG,UG4,OL,SOBE,FAIL,AY2020-21
2020-21,NO3,PLAG,UG2,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,EDSW,FAIL,AY2020-21
2020-21,NO1,CHEAT,UG3,OL,SOBE,FAIL,AY2020-21
2020-21,NO1,PLAG,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,MISC,UG1,OL,ARTS,ASM0,AY2020-21
2020-21,DC,CHEAT,UG2,KAM,ARTS,FAIL,AY2020-21
2020-21,NO1,PLAG,UG2,KAM,ARTS,FAIL,AY2020-21
2020-21,NO2,PLAG,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,MISC,UG1,OL,SCIENCE,FAIL,AY2020-21
2020-21,NO1,PLAG,UG2,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,NO3,CHEAT,GR6,OL,SOBE,DISM,AY2020-21
2020-21,NO1,PLAG,GR5,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,SCIENCE,FAIL,AY2020-21
2020-21,NO1,MISC,UG1,KAM,SOBE,FAIL,AY2020-21
2020-21,NO2,PLAG,UG1,OL,SCIENCE,ASM0,AY2020-21
2020-21,DC,PLAG,UG3,KAM,SCIENCE,FAIL,AY2020-21
2020-21,NO1,PLAG,UG2,KAM,SOBE,ASM0,AY2020-21
2020-21,NO3,MISC,UPREP,OL,SCIENCE,FAIL,AY2020-21
2020-21,DC,CHEAT,UG2,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,MISC,UG4,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,MISC,UG2,KAM,SOBE,FAIL,AY2020-21
2020-21,NO1,PLAG,UG2,OL,SOBE,REPR,AY2020-21
2020-21,NO1,PLAG,UG1,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO2,CHEAT,UG2,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,MISC,UG2,OL,SCIENCE,SUSP,AY2020-21
2020-21,NO2,PLAG,UG1,OL,SCIENCE,DISM,AY2020-21
2020-21,DC,MISC,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,DC,MISC,UG2,OL,FACT,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,OL,EDSW,FAIL,AY2020-21
2020-21,NO2,CHEAT,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,GT5,CHEAT,UG1,OL,SCIENCE,FAIL,AY2020-21
2020-21,NO1,CHEAT,GR5,KAM,SCIENCE,ASM0,AY2020-21
2020-21,DC,PLAG,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO2,PLAG,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO3,PLAG,UG1,OL,ARTS,ASM0,AY2020-21
2020-21,DC,MISC,UG1,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO2,PLAG,UG1,OL,ARTS,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,GR6,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,PLAG,UG3,KAM,SCIENCE,ASM0,AY2020-21
2020-21,DC,PLAG,GR5,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG4,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,MISC,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,GR5,KAM,SCIENCE,DISM,AY2020-21
2020-21,NO2,CHEAT,UG1,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO1,MISC,UG1,OL,SCIENCE,DISM,AY2020-21
2020-21,NO2,CHEAT,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO2,CHEAT,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,ARTS,DISM,AY2020-21
2020-21,NO1,PLAG,UG1,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,KAM,ARTS,SUSP,AY2020-21
2020-21,NO5,MISC,UG1,OL,ARTS,REME,AY2020-21
2020-21,NO5,PLAG,UG1,KAM,ARTS,DISM,AY2020-21
2020-21,NO1,CHEAT,UG1,OL,SOBE,DISM,AY2020-21
2020-21,NO2,PLAG,UG1,KAM,SCIENCE,SUSP,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,SOBE,SUSP,AY2020-21
2020-21,NO1,CHEAT,UG2,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,OL,SCIENCE,SUSP,AY2020-21
2020-21,NO1,PLAG,UG4,OL,SCIENCE,FAIL,AY2020-21
2020-21,NO4,PLAG,UG4,OL,ARTS,SUSP,AY2020-21
2020-21,NO1,MISC,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO4,MISC,UG1,KAM,SOBE,FAIL,AY2020-21
2020-21,NO2,MISC,UG2,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,NO2,MISC,UG1,KAM,SOBE,FAIL,AY2020-21
2020-21,NO1,PLAG,UG1,OL,ARTS,FAIL,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,SCIENCE,FAIL,AY2020-21
2020-21,NO1,PLAG,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,DC,MISC,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,NO3,CHEAT,UG1,OL,EDSW,ASM0,AY2020-21
2020-21,NO3,CHEAT,UG1,OL,SOBE,DISM,AY2020-21
2020-21,NO2,PLAG,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,DC,PLAG,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,GT5,PLAG,UG3,OL,EDSW,ASM0,AY2020-21
2020-21,NO3,PLAG,UG2,OL,SOBE,SUSP,AY2020-21
2020-21,NO1,PLAG,UG4,OL,FACT,DISM,AY2020-21
2020-21,NO3,PLAG,UG1,OL,ARTS,DISM,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,SOBE,SUSP,AY2020-21
2020-21,NO1,CHEAT,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,DC,PLAG,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO3,PLAG,UG2,OL,SOBE,SUSP,AY2020-21
2020-21,NO4,MISC,UG1,KAM,SOBE,SUSP,AY2020-21
2020-21,NO1,MISC,GR6,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG2,OL,ARTS,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,KAM,ARTS,SUSP,AY2020-21
2020-21,NO1,CHEAT,UG3,KAM,SOBE,DISM,AY2020-21
2020-21,NO1,CHEAT,UG4,OL,ARTS,ASM0,AY2020-21
2020-21,NO2,MISC,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG4,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,DC,PLAG,UG4,KAM,SOBE,FAIL,AY2020-21
2020-21,DC,PLAG,UG2,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,OL,ARTS,ASM0,AY2020-21
2020-21,DC,MISC,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,DC,CHEAT,UG3,OL,SCIENCE,FAIL,AY2020-21
2020-21,NO1,PLAG,UG1,OL,SOBE,FAIL,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,MISC,UG1,KAM,SCIENCE,ASM0,AY2020-21
2020-21,DC,MISC,UG2,KAM,ARTS,ASM0,AY2020-21
2020-21,DC,CHEAT,GR6,KAM,SOBE,ASM0,AY2020-21
2020-21,DC,MISC,UG1,OL,SOBE,FAIL,AY2020-21
2020-21,DC,CHEAT,GR6,OL,ARTS,SUSP,AY2020-21
2020-21,NO1,MISC,UG1,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO1,MISC,UG2,OL,SCIENCE,ASM0,AY2020-21
2020-21,DC,CHEAT,GR5,KAM,SOBE,FAIL,AY2020-21
2020-21,DC,CHEAT,UG1,KAM,SOBE,FAIL,AY2020-21
2020-21,DC,PLAG,UG2,KAM,SCIENCE,SUSP,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,SCIENCE,FAIL,AY2020-21
2020-21,NO3,CHEAT,UG3,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG2,KAM,NURSING,DISM,AY2020-21
2020-21,NO1,MISC,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,MISC,UG1,OL,SCIENCE,FAIL,AY2020-21
2020-21,NO1,MISC,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,MISC,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO4,MISC,UG2,KAM,SOBE,ASM0,AY2020-21
2020-21,NO2,CHEAT,UG2,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO2,MISC,UG1,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO1,MISC,UG4,OL,ARTS,FAIL,AY2020-21
2020-21,NO1,MISC,UG2,OL,ARTS,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,OL,ARTS,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,OL,SCIENCE,FAIL,AY2020-21
2020-21,NO1,MISC,UG2,OL,EDSW,ASM0,AY2020-21
2020-21,NO1,MISC,GR6,KAM,SOBE,FAIL,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,SOBE,FAIL,AY2020-21
2020-21,NO1,CHEAT,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,KAM,LAW,ASM0,AY2020-21
2020-21,DC,PLAG,UG1,KAM,SOBE,DISM,AY2020-21
2020-21,NO1,CHEAT,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,SOBE,FAIL,AY2020-21
2020-21,NO2,PLAG,UG2,KAM,SCIENCE,REPR,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG2,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,PLAG,UG4,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO3,MISC,UG2,KAM,SOBE,DISM,AY2020-21
2020-21,NO1,CHEAT,UG2,KAM,SOBE,FAIL,AY2020-21
2020-21,DC,PLAG,UG1,KAM,SCIENCE,REPR,AY2020-21
2020-21,DC,PLAG,UG1,KAM,SCIENCE,ASM0,AY2020-21
2020-21,DC,CHEAT,UG1,OL,SCIENCE,DISM,AY2020-21
2020-21,NO1,PLAG,UG2,KAM,ARTS,DISM,AY2020-21
2020-21,NO1,CHEAT,UG1,OL,SCIENCE,FAIL,AY2020-21
2020-21,NO1,MISC,UG2,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,SCIENCE,FAIL,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,OL,SOBE,FAIL,AY2020-21
2020-21,NO1,CHEAT,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG4,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO2,PLAG,UG1,KAM,ARTS,FAIL,AY2020-21
2020-21,NO2,PLAG,UG1,KAM,SOBE,DISM,AY2020-21
2020-21,NO1,CHEAT,UG1,OL,FACT,DISM,AY2020-21
2020-21,NO5,MISC,UG2,KAM,SOBE,FAIL,AY2020-21
2020-21,NO3,MISC,GR5,OL,SOBE,FAIL,AY2020-21
2020-21,DC,PLAG,UG2,KAM,ARTS,SUSP,AY2020-21
2020-21,NO1,CHEAT,UG2,OL,ARTS,SUSP,AY2020-21
2020-21,NO1,PLAG,UG4,OL,ARTS,ASM0,AY2020-21
2020-21,NO1,PLAG,UG3,KAM,EDSW,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,NO2,MISC,UG2,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO2,CHEAT,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,DC,PLAG,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,NO2,MISC,UG1,OL,ARTS,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG2,OL,SOBE,FAIL,AY2020-21
2020-21,NO2,PLAG,GR6,OL,SOBE,ASM0,AY2020-21
2020-21,NO3,CHEAT,UG1,OL,SOBE,SUSP,AY2020-21
2020-21,NO2,PLAG,UG3,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,NO2,CHEAT,UG2,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO1,MISC,UG2,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG3,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG2,OL,SCIENCE,FAIL,AY2020-21
2020-21,NO1,PLAG,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,DC,MISC,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,NO2,CHEAT,UG1,KAM,ARTS,DISM,AY2020-21
2020-21,NO1,MISC,UG1,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO2,MISC,UG3,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO1,MISC,UG1,OL,SCIENCE,DISM,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO2,CHEAT,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,NO3,PLAG,UG2,KAM,SOBE,FAIL,AY2020-21
2020-21,DC,MISC,UG2,OL,SOBE,DISM,AY2020-21
2020-21,NO2,CHEAT,UG2,OL,ARTS,REPR,AY2020-21
2020-21,NO4,CHEAT,GR5,OL,ARTS,ASM0,AY2020-21
2020-21,NO1,MISC,UG2,KAM,SOBE,ASM0,AY2020-21
2020-21,DC,PLAG,UG3,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,MISC,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG4,OL,ARTS,FAIL,AY2020-21
2020-21,NO1,CHEAT,UG3,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UPREP,KAM,SOBE,FAIL,AY2020-21
2020-21,NO3,CHEAT,UG2,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO1,MISC,UG2,KAM,ARTS,DISM,AY2020-21
2020-21,NO1,PLAG,UG2,OL,ARTS,ASM0,AY2020-21
2020-21,NO4,PLAG,UG3,OL,ARTS,FAIL,AY2020-21
2020-21,NO1,CHEAT,UG2,OL,SOBE,FAIL,AY2020-21
2020-21,NO1,PLAG,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,NO2,MISC,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,NO2,PLAG,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,NO2,CHEAT,UG1,KAM,ARTS,SUSP,AY2020-21
2020-21,NO2,CHEAT,UG1,OL,SOBE,SUSP,AY2020-21
2020-21,NO1,MISC,UG4,KAM,SCIENCE,DISM,AY2020-21
2020-21,NO1,PLAG,UG3,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO1,MISC,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,MISC,UG1,OL,SOBE,FAIL,AY2020-21
2020-21,NO3,CHEAT,UG4,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO1,MISC,UG2,OL,ARTS,FAIL,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,SCIENCE,DISM,AY2020-21
2020-21,DC,PLAG,GR6,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO2,MISC,UG2,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO3,CHEAT,UG4,OL,ARTS,DISM,AY2020-21
2020-21,NO2,PLAG,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,NO2,CHEAT,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,MISC,UG2,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UPREP,KAM,ARTS,SUSP,AY2020-21
2020-21,NO2,MISC,GR6,KAM,SCIENCE,SUSP,AY2020-21
2020-21,NO1,FABR,UG2,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,NO2,PLAG,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,NO3,MISC,UG4,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO4,PLAG,UG1,OL,ARTS,FAIL,AY2020-21
2020-21,NO1,PLAG,UG2,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,OL,EDSW,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG4,OL,ARTS,FAIL,AY2020-21
2020-21,NO2,MISC,UG1,KAM,ARTS,FAIL,AY2020-21
2020-21,NO1,MISC,UG1,KAM,SCIENCE,FAIL,AY2020-21
2020-21,NO2,CHEAT,UG2,KAM,ARTS,FAIL,AY2020-21
2020-21,NO1,CHEAT,GR5,OL,SOBE,FAIL,AY2020-21
2020-21,GT5,MISC,UG2,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG2,OL,SOBE,FAIL,AY2020-21
2020-21,NO1,CHEAT,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,NO2,CHEAT,UG4,OL,SCIENCE,ASM0,AY2020-21
2020-21,DC,PLAG,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,CHEAT,GR6,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO1,MISC,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG3,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG3,KAM,SCIENCE,DISM,AY2020-21
2020-21,NO1,MISC,UG1,OL,ARTS,ASM0,AY2020-21
2020-21,DC,MISC,UG1,OL,SOBE,DISM,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,FACT,FAIL,AY2020-21
2020-21,NO3,CHEAT,UG2,OL,SCIENCE,DISM,AY2020-21
2020-21,NO1,PLAG,UG2,KAM,SOBE,ASM0,AY2020-21
2020-21,NO2,MISC,UG3,KAM,SOBE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,MISC,UG1,OL,SOBE,SUSP,AY2020-21
2020-21,NO1,CHEAT,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,KAM,SCIENCE,FAIL,AY2020-21
2020-21,NO2,CHEAT,UG4,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO3,PLAG,UG2,OL,SCIENCE,ASM0,AY2020-21
2020-21,NO1,PLAG,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,DC,MISC,UG1,KAM,SCIENCE,ASM0,AY2020-21
2020-21,NO2,PLAG,UG1,KAM,SOBE,ASM0,AY2020-21
2020-21,DC,CHEAT,UG2,KAM,ARTS,ASM0,AY2020-21
2020-21,NO1,CHEAT,UG1,OL,SOBE,ASM0,AY2020-21
2020-21,NO1,MISC,UG3,KAM,ARTS,ASM0,AY2020-21
2020-21,NO2,PLAG,UG1,KAM,SOBE,ASM0,AY2020-21
